"creditcardid","cardtype"
8497,ColonialVoice
7817,Distinguish
15552,Vista
848,Vista
14121,Distinguish
18534,SuperiorCard
16685,Vista
11097,SuperiorCard
1352,SuperiorCard
10445,ColonialVoice
4917,Distinguish
5447,SuperiorCard
6055,ColonialVoice
17062,SuperiorCard
8347,ColonialVoice
7129,ColonialVoice
12370,SuperiorCard
9690,Distinguish
1435,SuperiorCard
18944,ColonialVoice
15849,Distinguish
8243,SuperiorCard
18221,Distinguish
16142,SuperiorCard
4665,ColonialVoice
12649,ColonialVoice
1204,SuperiorCard
3715,Vista
15768,Vista
17642,ColonialVoice
493,ColonialVoice
12106,ColonialVoice
312,SuperiorCard
13210,ColonialVoice
5425,Vista
11103,Distinguish
11373,Vista
15897,SuperiorCard
16283,SuperiorCard
576,Distinguish
6051,ColonialVoice
8679,Distinguish
4076,SuperiorCard
13335,Distinguish
9681,Distinguish
13567,Vista
16369,Vista
16758,Distinguish
12785,ColonialVoice
3935,Distinguish
8772,Vista
3002,SuperiorCard
5019,Distinguish
16205,Distinguish
8631,ColonialVoice
5946,ColonialVoice
12263,Vista
15197,Vista
13423,ColonialVoice
4487,ColonialVoice
13760,Distinguish
18164,ColonialVoice
6796,SuperiorCard
6303,Vista
1672,SuperiorCard
18125,ColonialVoice
17605,Distinguish
16981,ColonialVoice
10474,SuperiorCard
12310,Distinguish
182,Distinguish
9721,SuperiorCard
11772,Vista
2886,ColonialVoice
16847,ColonialVoice
11094,SuperiorCard
3487,Distinguish
16629,ColonialVoice
13069,Distinguish
8086,Distinguish
4776,Distinguish
17764,ColonialVoice
4369,Vista
13608,Distinguish
4411,Distinguish
7121,Distinguish
17253,SuperiorCard
14337,SuperiorCard
991,SuperiorCard
15374,ColonialVoice
10256,SuperiorCard
14133,SuperiorCard
7100,ColonialVoice
15645,Distinguish
5685,SuperiorCard
11081,SuperiorCard
9792,ColonialVoice
11095,SuperiorCard
18121,Distinguish
15393,Distinguish
3959,ColonialVoice
13597,SuperiorCard
3166,ColonialVoice
945,Distinguish
17392,SuperiorCard
9038,ColonialVoice
18178,ColonialVoice
7539,Distinguish
6734,Vista
14430,Vista
18207,Vista
17341,SuperiorCard
6014,ColonialVoice
13920,Distinguish
12902,Vista
18933,SuperiorCard
731,Vista
17105,Distinguish
4190,Vista
11020,SuperiorCard
4407,SuperiorCard
5126,Vista
5989,ColonialVoice
5444,ColonialVoice
2304,ColonialVoice
9496,Vista
8241,ColonialVoice
4162,SuperiorCard
11515,ColonialVoice
2478,ColonialVoice
13307,Distinguish
5259,Vista
6690,Vista
12924,ColonialVoice
504,Distinguish
9503,Distinguish
16196,ColonialVoice
19185,Vista
18541,ColonialVoice
2553,SuperiorCard
10843,Distinguish
7884,Vista
8743,SuperiorCard
17771,Vista
16632,Distinguish
17674,Distinguish
7364,SuperiorCard
920,SuperiorCard
16307,Vista
2414,ColonialVoice
9707,ColonialVoice
7393,SuperiorCard
3438,ColonialVoice
7575,Vista
8989,Distinguish
14011,Distinguish
14896,Vista
14386,SuperiorCard
16287,Vista
6720,SuperiorCard
3588,SuperiorCard
9292,Distinguish
15528,Distinguish
2727,ColonialVoice
9227,Vista
551,ColonialVoice
546,Vista
17346,Distinguish
18730,Vista
7300,ColonialVoice
18113,ColonialVoice
224,Vista
1597,Vista
3228,SuperiorCard
10401,SuperiorCard
8699,Distinguish
13039,ColonialVoice
6960,ColonialVoice
4379,Vista
586,SuperiorCard
12350,Distinguish
16121,Distinguish
12589,SuperiorCard
4974,SuperiorCard
9953,SuperiorCard
555,SuperiorCard
5672,Distinguish
14415,Distinguish
13643,Distinguish
11060,ColonialVoice
2702,Vista
11271,SuperiorCard
3338,Vista
3107,Vista
6740,ColonialVoice
16814,Distinguish
12448,ColonialVoice
16015,Distinguish
1486,Distinguish
10547,Vista
8106,Vista
4392,ColonialVoice
16481,ColonialVoice
7693,Vista
18948,Distinguish
2863,Vista
9040,ColonialVoice
3958,ColonialVoice
8161,SuperiorCard
11114,Vista
17255,Distinguish
6680,SuperiorCard
11919,ColonialVoice
1101,Vista
661,Distinguish
7272,ColonialVoice
3709,Vista
12903,Vista
10770,SuperiorCard
18623,Distinguish
10498,SuperiorCard
6912,ColonialVoice
7597,SuperiorCard
14417,Vista
3001,ColonialVoice
5694,Vista
5679,SuperiorCard
7858,Vista
11944,ColonialVoice
13857,Vista
17928,ColonialVoice
8207,SuperiorCard
3549,Distinguish
1520,ColonialVoice
17009,ColonialVoice
1695,ColonialVoice
2374,Distinguish
711,Vista
4720,ColonialVoice
11025,SuperiorCard
16339,ColonialVoice
12146,Vista
14553,ColonialVoice
15610,Vista
4137,Distinguish
18048,Vista
5801,SuperiorCard
12909,SuperiorCard
19124,SuperiorCard
8732,Distinguish
11302,Vista
16167,ColonialVoice
116,Distinguish
13407,Vista
8273,SuperiorCard
15233,ColonialVoice
17900,Distinguish
7371,Distinguish
4099,Distinguish
14878,Distinguish
17439,Vista
4828,SuperiorCard
4673,SuperiorCard
7528,Vista
11401,Distinguish
5026,Distinguish
11932,Distinguish
5612,Vista
8795,Vista
3312,SuperiorCard
10495,ColonialVoice
13866,Vista
10818,SuperiorCard
4976,ColonialVoice
13599,Distinguish
9495,ColonialVoice
407,SuperiorCard
2881,SuperiorCard
5198,Distinguish
16594,ColonialVoice
964,Vista
232,Vista
5280,Vista
17278,Distinguish
6361,Vista
7171,SuperiorCard
3466,Vista
9833,SuperiorCard
3937,Distinguish
16902,Distinguish
7942,Vista
2845,SuperiorCard
950,SuperiorCard
10665,ColonialVoice
15077,ColonialVoice
86,SuperiorCard
6435,Vista
5430,Vista
10963,Vista
16844,SuperiorCard
15418,Vista
1882,SuperiorCard
9750,SuperiorCard
8529,ColonialVoice
9479,SuperiorCard
3906,SuperiorCard
15474,ColonialVoice
1517,SuperiorCard
9773,Vista
6477,ColonialVoice
8614,Vista
16355,Vista
6143,ColonialVoice
4516,SuperiorCard
13650,Distinguish
10704,ColonialVoice
16081,ColonialVoice
6220,Vista
3230,SuperiorCard
4990,ColonialVoice
8287,SuperiorCard
14228,Distinguish
9754,SuperiorCard
10110,SuperiorCard
2393,Distinguish
807,Vista
11435,Distinguish
1935,Vista
4789,SuperiorCard
3626,Distinguish
11913,SuperiorCard
2620,Vista
3020,Vista
16795,SuperiorCard
7843,Distinguish
6655,Distinguish
4020,SuperiorCard
2068,SuperiorCard
13711,Vista
10142,Distinguish
40,Distinguish
7182,Vista
14540,ColonialVoice
17017,ColonialVoice
16852,Vista
8166,SuperiorCard
14236,ColonialVoice
5455,ColonialVoice
1275,Distinguish
12359,SuperiorCard
13149,Distinguish
370,Distinguish
15591,ColonialVoice
15081,Vista
19231,SuperiorCard
4268,Vista
13225,SuperiorCard
13937,ColonialVoice
5811,SuperiorCard
1663,Distinguish
18970,SuperiorCard
5050,Vista
11021,Distinguish
9828,Distinguish
3281,SuperiorCard
3036,ColonialVoice
18038,Vista
13724,Vista
8992,Distinguish
15452,Vista
14212,SuperiorCard
2919,Vista
6157,SuperiorCard
13040,Distinguish
10542,Vista
869,Distinguish
6394,Distinguish
15862,Vista
7514,Distinguish
14155,SuperiorCard
14370,Vista
16296,Vista
17871,Vista
18154,Distinguish
10645,Distinguish
18305,Distinguish
7097,SuperiorCard
7976,ColonialVoice
2382,Distinguish
16058,Vista
9124,ColonialVoice
11652,Distinguish
4109,SuperiorCard
12608,SuperiorCard
850,SuperiorCard
8904,Distinguish
67,SuperiorCard
4504,SuperiorCard
16722,Distinguish
10651,SuperiorCard
8221,Distinguish
12611,Distinguish
16668,ColonialVoice
695,ColonialVoice
15227,ColonialVoice
6513,Vista
13345,Distinguish
13604,Distinguish
2082,ColonialVoice
506,ColonialVoice
2391,Vista
9697,ColonialVoice
16635,SuperiorCard
16320,Vista
6120,Vista
10129,Vista
9281,ColonialVoice
9153,Vista
17793,Distinguish
19129,SuperiorCard
458,Distinguish
1332,Distinguish
16655,Vista
11161,Vista
5655,ColonialVoice
6847,Vista
1640,SuperiorCard
19192,ColonialVoice
2135,Distinguish
17351,SuperiorCard
16740,ColonialVoice
17777,ColonialVoice
13357,Distinguish
18600,ColonialVoice
989,SuperiorCard
9099,Distinguish
10837,ColonialVoice
14460,Distinguish
6083,ColonialVoice
14865,SuperiorCard
3059,Vista
12466,Vista
11935,Vista
10673,ColonialVoice
11001,ColonialVoice
8694,SuperiorCard
8371,Distinguish
17008,ColonialVoice
2419,ColonialVoice
17827,Vista
619,SuperiorCard
10669,Distinguish
14018,Vista
12636,SuperiorCard
13343,ColonialVoice
10083,ColonialVoice
709,ColonialVoice
9608,SuperiorCard
13811,ColonialVoice
18703,Distinguish
7136,SuperiorCard
11148,Vista
17991,ColonialVoice
7758,Distinguish
13391,ColonialVoice
7423,Distinguish
12603,ColonialVoice
1650,Distinguish
17391,ColonialVoice
14672,ColonialVoice
13140,Distinguish
9757,SuperiorCard
6845,Vista
8391,Vista
4438,ColonialVoice
17200,ColonialVoice
6585,Distinguish
5202,Vista
10273,Distinguish
12022,Vista
17491,ColonialVoice
10814,Distinguish
323,Distinguish
17868,ColonialVoice
16905,Distinguish
15987,Distinguish
15751,SuperiorCard
886,SuperiorCard
7624,SuperiorCard
14265,Distinguish
17939,ColonialVoice
3051,Distinguish
10781,SuperiorCard
10376,ColonialVoice
16424,SuperiorCard
9065,ColonialVoice
11054,Distinguish
1108,Distinguish
16736,ColonialVoice
805,SuperiorCard
18609,SuperiorCard
8804,Vista
334,Distinguish
14389,ColonialVoice
11842,Distinguish
1551,ColonialVoice
12137,Distinguish
17713,Vista
11124,Vista
4157,ColonialVoice
6700,Vista
17095,ColonialVoice
9522,ColonialVoice
13612,SuperiorCard
16485,ColonialVoice
155,ColonialVoice
12723,SuperiorCard
6983,Distinguish
12131,Vista
16598,Vista
353,Vista
1963,SuperiorCard
4358,Distinguish
3998,Vista
3796,SuperiorCard
2811,ColonialVoice
17188,SuperiorCard
3307,Vista
16550,Vista
17262,SuperiorCard
7592,SuperiorCard
18865,Distinguish
7646,Vista
3094,Vista
19048,Distinguish
6860,Distinguish
6918,Vista
5417,ColonialVoice
7883,Distinguish
8809,Vista
5836,Distinguish
8690,Vista
16479,Vista
15512,ColonialVoice
14480,Distinguish
11732,Distinguish
8697,Vista
2132,SuperiorCard
3303,ColonialVoice
13819,Vista
16315,Distinguish
9570,SuperiorCard
4161,ColonialVoice
17527,ColonialVoice
19168,SuperiorCard
6271,ColonialVoice
4237,ColonialVoice
12012,SuperiorCard
7219,Vista
785,ColonialVoice
5201,Vista
18593,Distinguish
5945,ColonialVoice
2351,Distinguish
12913,ColonialVoice
3725,Vista
19092,ColonialVoice
16766,Distinguish
4769,Vista
5467,SuperiorCard
5713,Vista
5860,SuperiorCard
594,Distinguish
8629,Distinguish
8063,Distinguish
4502,Vista
15628,ColonialVoice
18167,SuperiorCard
16559,ColonialVoice
8289,ColonialVoice
4384,Distinguish
5899,SuperiorCard
10706,ColonialVoice
15106,SuperiorCard
13850,Vista
3989,Vista
6626,Vista
696,ColonialVoice
5745,Vista
17640,Vista
17997,ColonialVoice
18907,Distinguish
10613,ColonialVoice
11375,SuperiorCard
16360,Vista
1909,ColonialVoice
8982,ColonialVoice
3719,Distinguish
7850,Distinguish
11140,ColonialVoice
11619,Vista
12099,Distinguish
15296,Distinguish
7239,Vista
6573,ColonialVoice
12842,Vista
10563,ColonialVoice
17763,Vista
13389,Vista
451,SuperiorCard
3400,Distinguish
10458,Vista
12153,ColonialVoice
12120,SuperiorCard
3713,Distinguish
16518,ColonialVoice
8515,Vista
12124,SuperiorCard
7139,ColonialVoice
4219,Vista
10090,ColonialVoice
9183,SuperiorCard
3771,ColonialVoice
18171,Vista
14770,SuperiorCard
11723,ColonialVoice
8430,SuperiorCard
3913,SuperiorCard
1558,ColonialVoice
18312,SuperiorCard
1062,SuperiorCard
14827,ColonialVoice
13701,Vista
1581,Distinguish
749,SuperiorCard
2491,ColonialVoice
11730,Vista
15716,Distinguish
17321,Vista
5828,Distinguish
11979,Distinguish
18045,ColonialVoice
13253,SuperiorCard
2041,ColonialVoice
14630,ColonialVoice
16832,SuperiorCard
1049,SuperiorCard
15457,Vista
9118,Distinguish
2868,ColonialVoice
4765,Vista
481,SuperiorCard
15688,ColonialVoice
2163,ColonialVoice
4096,Vista
15804,SuperiorCard
18684,ColonialVoice
12990,Distinguish
5756,SuperiorCard
2269,SuperiorCard
2472,SuperiorCard
4839,Distinguish
219,SuperiorCard
342,ColonialVoice
3944,Distinguish
2900,Distinguish
5415,ColonialVoice
17223,ColonialVoice
1091,SuperiorCard
13118,Vista
12687,Vista
4210,SuperiorCard
10018,ColonialVoice
10226,SuperiorCard
1420,SuperiorCard
12127,ColonialVoice
2973,ColonialVoice
11475,ColonialVoice
12262,SuperiorCard
1147,Vista
6570,ColonialVoice
15573,Distinguish
15164,Distinguish
7158,Vista
373,SuperiorCard
1903,Vista
976,ColonialVoice
9247,SuperiorCard
17274,Vista
650,ColonialVoice
18636,ColonialVoice
10039,SuperiorCard
550,ColonialVoice
2369,Distinguish
17655,SuperiorCard
10100,SuperiorCard
9342,ColonialVoice
1857,Vista
7740,SuperiorCard
16658,Distinguish
922,Distinguish
93,Vista
5664,SuperiorCard
8583,Vista
6921,SuperiorCard
7478,ColonialVoice
2042,SuperiorCard
12877,Vista
1837,SuperiorCard
5434,SuperiorCard
18832,Vista
12594,Distinguish
7945,ColonialVoice
14462,SuperiorCard
2468,ColonialVoice
11499,SuperiorCard
1831,Distinguish
8437,ColonialVoice
14381,ColonialVoice
16476,Distinguish
3749,Distinguish
17372,ColonialVoice
9220,Vista
11145,ColonialVoice
18847,Distinguish
9380,ColonialVoice
5485,Distinguish
17647,ColonialVoice
17222,Vista
17618,ColonialVoice
14914,ColonialVoice
374,Vista
5819,Vista
11062,Distinguish
9147,ColonialVoice
16106,SuperiorCard
7665,Vista
10609,Distinguish
2293,SuperiorCard
2833,Vista
1291,SuperiorCard
16640,ColonialVoice
278,Distinguish
4868,Distinguish
3318,ColonialVoice
5570,Distinguish
12411,ColonialVoice
17334,Distinguish
41,Vista
10432,Distinguish
1532,SuperiorCard
1997,Distinguish
5325,ColonialVoice
8414,Distinguish
14807,Vista
18824,SuperiorCard
3319,Vista
14727,SuperiorCard
1127,Distinguish
13892,Vista
6348,Distinguish
8024,Vista
9798,Vista
1377,Distinguish
1228,Distinguish
6652,SuperiorCard
191,SuperiorCard
8375,Vista
17456,ColonialVoice
3364,Distinguish
367,ColonialVoice
15530,Vista
9804,Distinguish
3992,Vista
14572,Distinguish
14398,SuperiorCard
18420,Vista
222,ColonialVoice
12210,Vista
9545,Distinguish
8581,Distinguish
11504,Distinguish
9994,Distinguish
14100,Distinguish
5301,SuperiorCard
17566,Vista
12468,SuperiorCard
11417,Distinguish
8997,ColonialVoice
17314,SuperiorCard
2729,SuperiorCard
17893,Distinguish
12852,Distinguish
6057,Vista
19068,Distinguish
15215,Vista
3933,SuperiorCard
14174,Distinguish
4203,SuperiorCard
2981,ColonialVoice
11852,SuperiorCard
113,Vista
5925,Vista
16588,Vista
6813,SuperiorCard
11037,ColonialVoice
3624,SuperiorCard
15870,SuperiorCard
10195,ColonialVoice
13189,ColonialVoice
3234,SuperiorCard
11962,Distinguish
2720,SuperiorCard
15544,ColonialVoice
1608,Distinguish
3387,Distinguish
16874,SuperiorCard
7013,Vista
19052,SuperiorCard
5411,Distinguish
2937,Distinguish
11029,SuperiorCard
3555,Vista
17124,SuperiorCard
15559,ColonialVoice
3520,Distinguish
892,Distinguish
18263,SuperiorCard
15626,Distinguish
13097,SuperiorCard
1353,Distinguish
18921,Vista
18479,Distinguish
15879,Distinguish
9986,ColonialVoice
729,Vista
14660,Distinguish
13789,Vista
18959,Vista
13860,Vista
17998,SuperiorCard
11885,Distinguish
14145,Vista
1859,ColonialVoice
3650,Distinguish
5643,ColonialVoice
15523,Distinguish
1686,SuperiorCard
3240,SuperiorCard
16037,SuperiorCard
14556,Vista
15840,ColonialVoice
19002,ColonialVoice
5845,ColonialVoice
6403,Distinguish
13582,ColonialVoice
6930,Vista
15531,Distinguish
8100,Distinguish
7809,ColonialVoice
6966,Distinguish
5277,ColonialVoice
5844,Distinguish
5841,Distinguish
7408,SuperiorCard
9378,Vista
1152,SuperiorCard
4182,ColonialVoice
18412,ColonialVoice
17588,Vista
2893,SuperiorCard
1270,Distinguish
4754,SuperiorCard
3474,SuperiorCard
5072,Distinguish
16024,ColonialVoice
3922,Distinguish
1529,Vista
10375,SuperiorCard
8081,Distinguish
11929,Vista
2860,ColonialVoice
14278,Distinguish
7706,ColonialVoice
4920,Vista
15616,Distinguish
6976,ColonialVoice
921,Vista
3902,Vista
7679,SuperiorCard
10080,Vista
16071,SuperiorCard
18672,SuperiorCard
2115,Vista
7634,Vista
9407,Vista
1603,Vista
138,Distinguish
1144,Vista
11881,Vista
2915,Vista
4135,ColonialVoice
12194,Distinguish
9076,Distinguish
6493,Distinguish
230,Distinguish
5046,ColonialVoice
12558,SuperiorCard
12561,ColonialVoice
2356,SuperiorCard
7871,Vista
6398,Distinguish
14826,Distinguish
19209,SuperiorCard
12219,SuperiorCard
17854,ColonialVoice
2579,ColonialVoice
2554,SuperiorCard
18774,ColonialVoice
19224,SuperiorCard
10073,ColonialVoice
10764,Vista
8733,ColonialVoice
13483,Vista
7812,Distinguish
10035,SuperiorCard
2384,Vista
2227,SuperiorCard
5306,SuperiorCard
11442,Distinguish
2767,ColonialVoice
7273,SuperiorCard
4882,ColonialVoice
6129,Vista
2273,Vista
16093,SuperiorCard
4674,SuperiorCard
13755,Distinguish
4117,Vista
9862,SuperiorCard
10523,ColonialVoice
16046,ColonialVoice
18319,Vista
4648,Vista
16082,Vista
14539,ColonialVoice
5834,Distinguish
1021,SuperiorCard
3526,Vista
16587,SuperiorCard
13480,ColonialVoice
1769,ColonialVoice
16285,Vista
15825,Vista
10918,Vista
6500,SuperiorCard
8948,ColonialVoice
12762,Distinguish
14042,Vista
8769,SuperiorCard
3781,SuperiorCard
18454,SuperiorCard
10702,Distinguish
12989,ColonialVoice
6018,ColonialVoice
12699,Distinguish
5452,Vista
13093,Distinguish
5914,Distinguish
14744,Vista
5143,ColonialVoice
13312,SuperiorCard
1341,ColonialVoice
16279,Distinguish
8343,ColonialVoice
2203,Distinguish
10357,SuperiorCard
2085,ColonialVoice
8469,Vista
18705,Distinguish
9652,Vista
13294,SuperiorCard
6291,ColonialVoice
16810,Distinguish
3728,SuperiorCard
3146,SuperiorCard
17097,Distinguish
7774,SuperiorCard
6501,ColonialVoice
1030,Vista
18535,ColonialVoice
7699,SuperiorCard
4901,SuperiorCard
7914,ColonialVoice
12403,SuperiorCard
5806,ColonialVoice
9438,ColonialVoice
3430,Vista
6187,Vista
14339,Distinguish
524,Distinguish
5748,ColonialVoice
5678,Vista
2260,Distinguish
8849,Distinguish
6685,SuperiorCard
7702,Distinguish
2418,SuperiorCard
7846,Vista
9756,Distinguish
14397,SuperiorCard
16552,Vista
1701,SuperiorCard
12,SuperiorCard
10278,ColonialVoice
1398,SuperiorCard
10584,Vista
3354,Distinguish
6678,SuperiorCard
5464,Distinguish
14974,Vista
16625,SuperiorCard
16856,Vista
17607,ColonialVoice
1693,ColonialVoice
13006,Vista
18449,ColonialVoice
4067,Vista
13671,ColonialVoice
5787,ColonialVoice
7451,SuperiorCard
1549,ColonialVoice
17790,ColonialVoice
9809,Distinguish
13703,Distinguish
10827,Distinguish
11433,SuperiorCard
2159,SuperiorCard
16236,Distinguish
3594,ColonialVoice
3700,SuperiorCard
8735,SuperiorCard
15047,SuperiorCard
4151,Distinguish
9802,Distinguish
2398,SuperiorCard
7288,Distinguish
14249,ColonialVoice
12027,SuperiorCard
16039,SuperiorCard
12845,SuperiorCard
1679,SuperiorCard
17129,SuperiorCard
2338,SuperiorCard
13779,Distinguish
9677,SuperiorCard
984,ColonialVoice
3521,ColonialVoice
16403,ColonialVoice
5401,Vista
3025,ColonialVoice
858,Vista
13580,Distinguish
10321,SuperiorCard
3126,ColonialVoice
14894,ColonialVoice
18439,Vista
1849,Vista
2424,Vista
12247,SuperiorCard
9920,Distinguish
9999,Vista
12349,SuperiorCard
4650,SuperiorCard
11769,ColonialVoice
15206,Vista
9394,SuperiorCard
14277,ColonialVoice
1830,SuperiorCard
12013,Vista
8902,Distinguish
10319,SuperiorCard
1862,ColonialVoice
10143,SuperiorCard
8895,Distinguish
16385,SuperiorCard
14392,Distinguish
10041,ColonialVoice
17199,SuperiorCard
4885,Vista
18477,Vista
12817,Vista
12637,ColonialVoice
8493,ColonialVoice
8983,Vista
17682,Distinguish
6611,SuperiorCard
11548,SuperiorCard
17574,Distinguish
5492,SuperiorCard
10396,Distinguish
14130,SuperiorCard
2797,SuperiorCard
18898,SuperiorCard
16599,SuperiorCard
3892,ColonialVoice
14138,ColonialVoice
9587,Distinguish
7094,Distinguish
2031,SuperiorCard
3748,Vista
8025,Vista
2029,Distinguish
4873,ColonialVoice
2746,Vista
7084,Distinguish
8133,ColonialVoice
3662,Distinguish
10959,Distinguish
2813,ColonialVoice
18021,ColonialVoice
7036,ColonialVoice
19107,ColonialVoice
10715,Distinguish
7174,Vista
18108,SuperiorCard
15148,Distinguish
5367,ColonialVoice
13187,ColonialVoice
7008,Vista
2113,Vista
7822,ColonialVoice
3287,ColonialVoice
3986,ColonialVoice
14528,SuperiorCard
7172,SuperiorCard
17482,ColonialVoice
18417,Vista
7224,SuperiorCard
2043,Vista
9774,ColonialVoice
1266,Distinguish
15901,ColonialVoice
18799,SuperiorCard
12770,Distinguish
6945,Vista
16781,ColonialVoice
13519,ColonialVoice
18532,SuperiorCard
17225,ColonialVoice
17804,SuperiorCard
6797,SuperiorCard
10392,ColonialVoice
11446,SuperiorCard
10888,ColonialVoice
12893,ColonialVoice
1656,Distinguish
14275,Distinguish
5076,SuperiorCard
16876,Vista
9126,SuperiorCard
8686,Distinguish
17552,Vista
6336,SuperiorCard
764,Distinguish
4218,SuperiorCard
10958,Vista
12719,Vista
8302,SuperiorCard
16293,SuperiorCard
13295,Distinguish
17921,Vista
15112,SuperiorCard
17142,SuperiorCard
16444,SuperiorCard
8362,Vista
10247,ColonialVoice
8779,SuperiorCard
6158,Distinguish
17311,SuperiorCard
10771,Distinguish
6454,SuperiorCard
7104,SuperiorCard
9977,SuperiorCard
1170,Vista
10313,SuperiorCard
10251,ColonialVoice
12299,Vista
6671,ColonialVoice
6344,Vista
15997,Vista
1928,Distinguish
17708,Vista
12527,Vista
4537,Vista
6949,ColonialVoice
8055,Vista
18338,Distinguish
7678,Distinguish
1295,Vista
879,Distinguish
16607,ColonialVoice
12666,Vista
7649,Vista
6623,SuperiorCard
112,Vista
14962,Vista
4682,Vista
5587,ColonialVoice
12523,ColonialVoice
13997,ColonialVoice
9441,Distinguish
11191,Distinguish
8023,ColonialVoice
6574,ColonialVoice
10288,Distinguish
9630,ColonialVoice
14229,Vista
3482,SuperiorCard
14080,Vista
3849,ColonialVoice
13443,Vista
15329,Distinguish
17703,Vista
14354,ColonialVoice
6175,Distinguish
11197,Distinguish
15154,Vista
337,Vista
2436,ColonialVoice
958,SuperiorCard
8632,Distinguish
13367,Distinguish
18954,SuperiorCard
4596,ColonialVoice
15713,SuperiorCard
11752,SuperiorCard
6939,Distinguish
15351,SuperiorCard
7075,Distinguish
13372,SuperiorCard
12332,Distinguish
12891,SuperiorCard
5885,Distinguish
10505,ColonialVoice
17483,SuperiorCard
18505,ColonialVoice
15167,Distinguish
4853,SuperiorCard
4236,SuperiorCard
11209,Distinguish
10179,Distinguish
12393,Vista
18538,Vista
9362,SuperiorCard
7897,SuperiorCard
570,Distinguish
17690,ColonialVoice
12324,Distinguish
4498,Vista
2214,SuperiorCard
9306,Vista
17725,SuperiorCard
7735,Distinguish
15539,Distinguish
10562,Distinguish
15298,Distinguish
10402,ColonialVoice
17649,Distinguish
4585,SuperiorCard
16506,SuperiorCard
8516,ColonialVoice
12355,Vista
1357,SuperiorCard
10979,SuperiorCard
8479,Vista
16563,Distinguish
10529,SuperiorCard
11650,SuperiorCard
5868,SuperiorCard
15068,ColonialVoice
15314,Vista
3176,ColonialVoice
1081,Distinguish
7940,Vista
129,Distinguish
2899,Distinguish
2278,Vista
12675,ColonialVoice
8808,Distinguish
10573,Distinguish
11658,ColonialVoice
18095,Distinguish
12363,SuperiorCard
16264,Distinguish
15560,Distinguish
12061,Distinguish
3919,Distinguish
5058,Vista
453,SuperiorCard
8766,Vista
1626,Distinguish
5556,ColonialVoice
4378,SuperiorCard
14698,SuperiorCard
11925,Distinguish
18231,Vista
9552,Vista
9526,ColonialVoice
7909,ColonialVoice
1248,Distinguish
7839,SuperiorCard
18236,ColonialVoice
10189,SuperiorCard
18901,Vista
4534,SuperiorCard
10882,Distinguish
14733,Vista
15381,SuperiorCard
13050,Distinguish
16585,SuperiorCard
137,Distinguish
2169,SuperiorCard
897,SuperiorCard
13154,ColonialVoice
10438,Vista
16010,SuperiorCard
9390,ColonialVoice
14594,Distinguish
6244,SuperiorCard
19203,Vista
9553,Vista
8501,SuperiorCard
13348,ColonialVoice
1174,ColonialVoice
15278,SuperiorCard
3433,Vista
2952,Vista
8988,ColonialVoice
3525,Vista
18244,ColonialVoice
6038,Vista
18311,SuperiorCard
15031,ColonialVoice
11679,Vista
10221,Distinguish
17151,SuperiorCard
15536,Vista
11241,Distinguish
6627,SuperiorCard
2325,ColonialVoice
9622,Distinguish
8181,Vista
18197,ColonialVoice
15663,Distinguish
18337,SuperiorCard
3606,Vista
9093,SuperiorCard
32,Distinguish
12496,Vista
10558,Vista
14519,ColonialVoice
16654,ColonialVoice
13869,Distinguish
13522,Distinguish
13667,Vista
6424,Vista
14657,Vista
13439,SuperiorCard
5388,Distinguish
368,SuperiorCard
15013,SuperiorCard
9979,ColonialVoice
16712,Distinguish
1540,ColonialVoice
13591,SuperiorCard
15127,ColonialVoice
15336,Distinguish
7527,SuperiorCard
17064,Distinguish
335,Distinguish
8599,Distinguish
9234,Vista
924,ColonialVoice
9769,ColonialVoice
14209,ColonialVoice
6583,SuperiorCard
4423,SuperiorCard
5757,SuperiorCard
3033,ColonialVoice
13588,ColonialVoice
7073,Vista
14617,ColonialVoice
16817,Distinguish
7049,Vista
18899,ColonialVoice
13547,SuperiorCard
5118,Distinguish
9338,Distinguish
16282,Distinguish
10283,Distinguish
10723,Distinguish
7175,Distinguish
14215,Vista
4311,SuperiorCard
1825,ColonialVoice
6,Distinguish
17001,Vista
12979,ColonialVoice
18385,SuperiorCard
11413,Distinguish
17639,Distinguish
10208,Distinguish
10165,Vista
5647,ColonialVoice
8656,ColonialVoice
2479,Distinguish
5149,Distinguish
1655,ColonialVoice
7841,ColonialVoice
4188,SuperiorCard
2924,Vista
9488,Distinguish
17834,Vista
16118,Distinguish
12712,ColonialVoice
2521,Distinguish
13451,ColonialVoice
5013,SuperiorCard
5663,Distinguish
3936,SuperiorCard
9222,Distinguish
5880,Distinguish
1789,ColonialVoice
3884,SuperiorCard
8878,Vista
9510,Distinguish
10787,ColonialVoice
10126,SuperiorCard
217,SuperiorCard
17457,Vista
2416,Vista
15830,Distinguish
2732,Distinguish
10990,Distinguish
8965,ColonialVoice
7771,Distinguish
18622,SuperiorCard
10407,ColonialVoice
17881,ColonialVoice
1717,Distinguish
17784,Vista
3692,Distinguish
9419,SuperiorCard
17673,SuperiorCard
7806,Distinguish
11642,Distinguish
9057,Distinguish
14663,Vista
5221,Vista
2991,Vista
15887,SuperiorCard
5855,Distinguish
6391,Vista
11057,SuperiorCard
13242,ColonialVoice
3538,ColonialVoice
11627,SuperiorCard
7422,ColonialVoice
275,Distinguish
254,Distinguish
18605,ColonialVoice
1280,ColonialVoice
17342,Vista
